ALink,SName,SLink,Lyric,Idiom
/ac-dc/,Bonny,/ac-dc/bonny.html,"The song in question is Loch Lomond, which goes something like the following:. I'll take the high road. And you'll take the low road. And I'll be in scotland afore ye. But me and my true love. Will never meet again. On the bonny, bonny banks of loch lomond",ENGLISH
/ac-dc/,Boogie Man,/ac-dc/boogie-man.html,"Some people say I'm only out at night. Maybe those folks might have got it right. And some people say I drive a cadillac car. Or sell my wares hauntin' hotel bars. I'm the boogie man, [yeah] the boogie man. [Yeah, yeah, yeah]. I like fine suits, smoke the best cigars. Like talkin' sex to women, girls in fast cars. I might be under the bed, ready to bite. So little girl be careful when you're on your own. tonight.. ['Cause] I'm your boogie man, your boogie man. And I hope that you don't misunderstand. your boogie man. [Oh, I'm your boogie man. I'm your boogie man. Yes I'm your boogie man. I'm your boogie man. Yow, here we go. And I hope, that you don't misunderstand. Your boogie man]. And don't let the sun, come up on me. Your boogie man. I'm your boogie man, your boogie man. [I'm your boogie man, your boogie man. I'm your boogie man, your boogie man. Boogie man. I'm your boogie man. Yeah yeah. I'm your boogie man. I'm your boogie man. Boogie man]",ENGLISH
/ac-dc/,Borrowed Time,/ac-dc/borrowed-time.html,"Got the word. Gettin' ready. Gonna get my pay from the union man. Runnin' light. Loadin' heavy. Where the action is hot. It's where I am. No town. No city. Gonna be free from the jump 'n' jive. Kissin' life. Gettin' gritty. If the mule don't kick you know the mule don't ride. And I know. Yes I know. Oh I know. That's the way to go. And I know. And I know. Ooh!. And I know that I'm gonna get it down the road. (CHORUS:). 'Cause I'm livin' on borrowed time. You do it your way, I'll do it mine. Livin' on borrowed time. Don't need a shove. Don't need a sign. No sign. Oh Yeah!. Call me names. Call me crazy. Don't try to stop me when I feel this way. It's a game. Whoops a daisy!. Here come another girl to make my day. And I know. Yes I know. And I know. That's the way to go. And I know. Yes I know. I'm gonna get up on when I'm on the road. 'Cause I'm livin' on borrowed time. You do it your way, I'll do it mine. 'Cause I'm livin' on borrowed time. Don't need a shove. Don't need a sign. So long. Goodbye. Good luck. Au revoir baby. Look out people:. Never let me loose!. 'Cause I'm livin' on borrowed time. You do it your way, I'll do it mine. Livin' on borrowed time. Don't need a shove. Don't need a sign. Yes I'm livin' on borrowed time. Livin' on borrowed time. I'm livin' on borrowed time. Don't need a shove. Don't need a sign. No sign. Ohh.... I don't need a sign to show me the way!",ENGLISH
/ac-dc/,Brain Shake,/ac-dc/brain-shake.html,"alright hold tight. I really wanna ball tonight. on a bender no space defender. a joy on the floor I'll get it tight. toe to toe with a black widow. fee fi fum smell the blood of rock 'n' roll. all out drive on a rockin' suicide. my feet are jumpin' she's a joy to ride. joy to ride, joy to ride. she's a joy to ride on a rockin' suicide. brain shake, brain shake, brain shake. all I can take. it's a brain shake, brain shake, brain shake. she's a mean lean rockin' machine. a hip huggin' blue jean dream. she's a woman worth givin'. a sweet sweet kissin'. lips are runnin' round on me. toe to toe with a black widow. fee fi fum smell the blood of rock 'n' roll. all out drive on a rockin' suicide. my feet are jumpin' she's a joy to ride. joy to ride, joy to ride. she's a joy to ride on a rockin' suicide. brain shake, brain shake, brain shake. ready to shake. it's a brain shake, brain shake, brain shake. it's a brain shake, brain shake, brain shake. for mercy's sake. it's a brain shake, brain shake, brain shake. cause she's a joy to ride. joy to ride, joy to ride. she's an all out drive on a rockin' suicide. brain shake. brain shake, brain shake, brain shake. ready to shake. it's a brain shake, brain shake, brain shake. it's a brain shake, brain shake, brain shake. for mercy's sake. it's a brain shake, brain shake, brain shake. all I could take. it's a brain shake, brain shake, brain shake. you can't fake. it's a brain shake, brain shake, brain shake. well it's a brain shake, brain shake, brain shake. for mercy's sake. it's a brain shake, brain shake, brain shake. it's a brain. it's a brain. it's a brain. shake",ENGLISH
/ac-dc/,Breaking The Rules,/ac-dc/breaking-the-rules.html,"Black sheep and a renegade. Hot feel in the cool of the shade. Street shuffle and tough childhoods. Examinations done no good. Tall bars and hot-wired cars. Speed veems and cheap cigars. No rebellion, not today. I get my kicks in my own way. Right, OK. Just keep on breaking the rules. Come on, get ready to rule. Top breaks in the neighborhood. A hard case who's up to no good. Living like trash, a society rash. Ready to brain, ready to gash. A bad deal and a real rough ride. You're doing time on the other side. No rebellion, not today. I get my kicks in my own way. Right, OK. Just keep on breaking the rules. Come on, get ready to rule. Top breaks. They got regulation ties. Regulation shoes. Those regulation fools. With their regulation rules. Just keep on breaking the rules. Come on, get ready to rule. Get ready, ready to rule. Oh take off your ties and your regulation shoes. You're nothing but a bunch of regulation fools. And you got your regulation rules. I'm going to do things my own way. Every day and every way",ENGLISH
/ac-dc/,Burnin' Alive,/ac-dc/burnin-alive.html,"Burnin' alive, set my soul on fire. Runnin' with a gun, this place is gonna burn. No firewater or novacaine. No thunderstorm, no John Wayne. No kids to rock, nowhere to run. So watch out, 'cause this place is gonna burn. Burnin' alive, burnin' alive. They be smokin' your hide, come runnin' wild. Tell you nothin' to fear, 'cause the buck stops here!. He came from a little town called Hope. And someday, maybe, it'll go up in smoke. No firewater or novacaine. No thuderstorm and no John Wayne. No kids to rock, nowhere to run. So watch out, 'cause this place is gonna burn. Burnin' alive, burnin' alive. Burnin' alive, burnin' alive. It's an all out war, an all out war. Burnin' alive, burnin' alive. Somewhere, there's a little town called Hope. And someday, maybe, baby, he'll inhale that smoke!. Burnin' alive, burnin' alive. It's an all out war, an all out war. Hear the battle roar, it's an all out war. Burnin' alive, burnin' alive. Watch the place burn down",ENGLISH
/ac-dc/,C.O.D.,/ac-dc/c-o-d.html,"Call of a dove, cry of a bitch. Cream of a dream is the cause of the itch. Call of the doctor, cash on demand. If you get enough rope, might even hang. C.O.D., care of the devil. C.O.D., the devil in me. C.O.D., care of the devil. Care of the devil in me. The curse of love is the cause of the pain. The crime of the day is when you do it again. Call of the doctor, cash on demand. If you give them a finger, they'll take off your hand. C.O.D., care of the devil. C.O.D., the devil in me. C.O.D., care of the devil. Care of the devil in me. Down to the devil with me. Call of the dove, cry of a bitch. The sign of the sinner, the size of his itch. C.O.D., care of the devil. C.O.D., the devil in me. C.O.D., care of the devil. Care of the devil in me. I'm paying, paying, I'm paying C.O.D. Care of the devil, care of the devil in me. It's the curse of love",ENGLISH
/ac-dc/,Can I Sit Next To You Girl?,/ac-dc/can-i-sit-next-to-you-girl.html,"I met this girl for the first time on Saturday night. Standing in the queue at the Odeon alright. Then I took her by surprise. When I threw her one of my lines. She started smiling and being real fine. That's when I say-ay-ay-ay-ay-ay-ay. Can I sit next to you, girl?. At intermission we were doing alright. Until this guy came up and stood by her side. Then he took ME by surprise. When HE threw her one of my lines. She started smiling at him real fine. That's when he say-ay-ay-ay-ay-ay-ay. Can I sit next to you, girl?.",ENGLISH
/ac-dc/,Can't Stand Still,/ac-dc/cant-stand-still.html,"When I see a pretty woman. You know it gives me a thrill. And she's a tailor made to order. You know I can't stand still. And you won't need a doctor. 'Cause it'll cure all ills. And when I hear a noisy party. You know it gives me a chill. It gets me rockin' and a rollin'. And I can't stand still. From morning 'till midnight. You know I can't stand still. You know I can't stand still. I can't stand still. You know I can't stand still. I can't stand still. From morning 'till midnight. You know I can't stand still, oh yeah. When it comes to sippin' honey. You know I drink my fill. And I'll be dancin' on the water. You know I can't stand still. From morning 'till midnight. You know I can't stand still, oh yeah. You know I can't stand still. I can't stand still. I can't stand still. You know I can't stand still. From morning 'till midnight. You know I can't stand still. You know I can't stand still. I can't stand still. Baby I can't stand still. I just can't stand still. From morning 'till midnight. You know I can't. You know I can't stand still",ENGLISH
/ac-dc/,Can't Stop Rock N' Roll,/ac-dc/cant-stop-rocknroll.html,"Don't you give me no line. Better run if you can. Just like a thorn in the side. So don't give me no. Don't you give me no. Don't you give me no. Don't you give me no lies. You can't stop rock 'n' roll. You can't stop rock 'n' roll. Don't you play me no jive. A bit of fun on the side. Too much crap make you blind. So don't give me no. Don't you give me no. Don't you give me no. Don't you give me no lines. You can't stop rock 'n' roll. You can't stop rock 'n' roll. You can't stop rock 'n' roll. You can't stop rock 'n' roll. I said, ah ah ah. Ah ah ah. Ah ah ah. You can't stop rock 'n' roll. You can't stop rock 'n' roll. You can't stop rock 'n' roll. You can't stop rock 'n' roll. Listen everybody say. Ah ah ah. Ah ah ah. You can't stop rock 'n' roll. You can't stop rock 'n' roll. I said you can't stop rock 'n' roll. You can't stop rock 'n' roll",ENGLISH
/ac-dc/,Carry Me Home,/ac-dc/carry-me-home.html,"The bartender's working on a late night shift. She's bonka blonds and bon aims on a midnight drift. And the dance band's playing the same old slam. I'm sinking whiskey and you're sipping fine wine. I don't know what it is you're trying to prove. Well it should be you but it's me who can hardly move. And i've got my reputation lying on the line. Come on baby, be a good dog and help the blind. Won't you carry me home. (like a truck, pick me up). You ain't no lady but you've sure got taste in men. That head of yours has got you by time and time again. My arms and legs are aching and my head's about to blow. And your back's been breakin' and i'd hate to spoil the show. But i've just spent next weeks wages and i'm right out of coin. But you want more and it's half past four and they want to close the joint. But we can't afford a taxi, and it's too late for the bus. But i've been told by friends of mine you're someone i can trust. Carry me home. Won't you carry me home. Carry me home. (don't let me lie here in all this beer). You drank all your booze and half of mine. I'm bleary eyed and you're waiting for the sunshine (to come and kill me). Just like the man who threw me on the floor. Don't matter, while i'm down here i might as well try and find the fucking door. Excuse me, have you seen it? it's about this big. And have you got a plastic bag 'cause i'm gonna be sick. I'm dead drunk and heave'n hanging upside down. And you're getting up and leaving, you think i'm gonna drown. Carry me home. Won't you carry me home (can you help). Carry me home. Carry me home. Won't you c",ENGLISH
/ac-dc/,Caught With Your Pants Down,/ac-dc/caught-with-your-pants-down.html,Runnin' round with the wrong crowd. Goin' out on a last stand. Playin' too hard an' too loud. Bad cards in a bad hand. Wanna dance. Wanna sing. Whip you with that lickin' thing. Tonight I'm gonna kick up. Out drivin' in a big truck. An' maybe I'll get beat up. Caught with your pants down. Lining up for a roll call. Goin' out with a big bang. Gettin' caught in a shootout. Take it hard like a big man. Women workin' so hot. Givin' it everything you got. Just like it's never gonna stop. Tonight I'm gonna kick up. Out drivin' in a big truck. An' maybe I'll get beat up. Caught with your pants down. She take em' down down down. She rip off her stockin's when the place start rockin'. Down down down. She was a woman with a mission stick it in your face. Caught with your pants down. Down down down. Caught with your pants down,ENGLISH
/ac-dc/,Chase The Ace,/ac-dc/chase-the-ace.html,instrumental,
/ac-dc/,Cold Hearted Man,/ac-dc/cold-hearted-man.html,"No one knew where he came from. He never knew himself. Call her Ma, call him Pa. But he was born to someone else. No one fooled or messed him round. Cause they were all afraid. Ain't no lies, ice in the eyes. Of Leeroy Kincaid. Cold hearted man, one time lover heart in his hand. Cold hearted man, and you can't trust nothing you don't understand. Cold hearted man, cold hearted man. Like a snake he had no friends. He didn't need no one. Hurt his pride, deep inside. He was another mothers son. Reputation, broken glass. Everybody prayed. For their lives on the street where they happened to meet. Leeroy Kincaid. Cold hearted man, one time lover heart in his hand. Cold hearted man, and you can't trust nothing you don't understand. Cold hearted man, cold hearted man. Sometimes you can't see the other side. It's too well hidden for the naked eye. One time lover with his heart in his hand. Two time loser, a broken man. Cold hearted man",ENGLISH
/ac-dc/,Come And Get It,/ac-dc/come-and-get-it.html,"Picking up the sleaze in my car. Hell no distance too far. Burning down the road in the night. Don't you scold me or I'll bite. These are the finer things in life. Don't think you live in paradise. I've got my filly wrapped in red. Upon my double decker bed. If you want it come and get it (come and get it). If you want it come and get it (come and get it). If you want it come and get it (come and get it). If you want it come and get it. Suckin' up the juice in the bar. Downin' every shooter so far. Checkin' out the girls what a sight. If you gonna blow me do it right. These are the finer things in life. Don't think you live in paradise. I've got my filly wrapped in red. Upon my double decker bed. If you want it come and get it (come and get it). If you want it come and get it (come and get it). If you want it come and get it (come and get it). If you want it come and get it. Come and get it. Said if you want it come and get it. If you want it come and get it, yeah. Now listen (come and get it). If you want it come and get it (come and get it). If you want it come and get it (come and get it). I said If you want it (come and get it). If you want it (come and get it). If you want it. If you want it. If you want it come and get it. Come and get it right here",ENGLISH
/ac-dc/,Cover You In Oil,/ac-dc/cover-you-in-oil.html,"I like to slip into something good. I see a young girl in the neighborhood. The way she move, I must confess. I like to run my hands up and down her legs. The way she dress, she look so fine. I'll make her wet, I'll make her mine [Gonna make her mine]. She like it hard, she like it slow [She don't like it slow]. All right honey, come on lets go. Baby, what you want, it's the way she move [Baby, feel what you want]. Feel what you need, come on let's go [Baby, feel what you need]. Cover you in oil. I wanna cover you in oil [Let me cover you in oil]. Let me cover you in oil [I wanna cover you in oil]. Cover you in oil [Let me cover you in oil]. [Yeah]. Pull on the zip, she give good lip service. It's nothing for the show, I just pay to see her go. She make you hot, you spray your lot. [So] Comin' in honey, we're headin' to the top. The way she push, don't give a dime [she don't give a dime]. Abuse your life, gonna make you satisfied. She's kinda rough, she give it tough. Come on honey and strut your stuff. Baby [feel] what you want, it's the way she move. [Baby,] Feel what you need, come on let's go. Cover you in oil. I wanna cover you in oil [Cover you in oil]. Let me cover you in oil [I wanna cover you in oil]. Cover you in oil [Let me cover you in oil]. [Let's go. Ooooh yeah. Yeeeeeeeah. Baby what you want. It's the way she move me. Feel what you need. So come on let's go - yeah. Cover you in oil. Cover you in oil. Let me cover you in oil. I wanna cover you in oil. I wanna cover you in oil. Cover you in oil. Let me cover you in oil. Cover you in oil. Cover you. In oil ].",ENGLISH
/ac-dc/,Crabsody In Blue,/ac-dc/crabsody-in-blue.html,"Well they moved on down. And they crawled around. Walkin' sideways. Sideway walkin'. Give me the blues. And you start to scratch. When they start to hatch. Walkin' sideways. Sideway walkin'. Give me the blues. Oh, but when they start to bite. Then it's time you saw the light. For an appointment, I know. Before you start to scream. That's when you apply the cream. Blues ointment. Oh well the doctor said. ""We got to make 'em dead"". Walkin' sideways. Sideway walkin'. Give me the blues. And when you start to scream. That's when you apply the cream. Blues ointment. And when they start to itch. You go out and take the bitch. For an appointment. Well you rub it on. And you rub it in. Stops 'em walking. Sideway walkin'. Give them the blues. Sideway walkin'. Sideway walkin'. They got the blues. Give them the blues. They got the blues. Give them the blues.",ENGLISH
/ac-dc/,Cyberspace,/ac-dc/cyberspace.html,"Oh yeah!. High tail in your face. Black hole rockin' the place. Hong Kong videos. Big bang mad to blow. Into cyberspace. Look out I'm gonna race. Eight ball in the pack. Big bone juke box jack. Hot star burnin' it up. Full moon runnin' amok. Into cyberspace. Look out I'm gonna race. Blow you into cyberspace. Blow you all into cyberspace. Gotta get out, get out of this place. Blow a big hole into cyberspace. Octane down the track. Flat chat smash the mach. Blow out burnin' hot. Mile high take you right to the top. Into cyberspace. Look out I'm gonna race. Blow you into cyberspace. Blow you all into cyberspace",ENGLISH
/ac-dc/,D. T.,/ac-dc/d-t.html,instrumental.,
/ac-dc/,Damned,/ac-dc/damned.html,"Don't smoke don't fight don't light no cigarettes. Or else you'll wind up in the can. No jokes no rights sit tight don't fool around. You are a guest of Uncle Sam. Stand up look right don't slouch and stand at ease. Allow no sex above the knees. When I snap you jump into the master plan. I'll be damned. Well I'll be damned. I'll be damned if I drink or smoke. Damned if I steal your joke. I'll be damned if I go for broke. Damned if I do. Damned if I don't. Don't talk don't fool don't try to mess around. I'll make a monkey outta you. You sign your name right on that dotted line boy. I'll be damned. I'll be damned if I drink or smoke. Damned if I steal your joke. I'll be damned if I go for broke. Damned if I do. And damned if I don't, yeah. Come on. I'll be damned if I drink or smoke. Damned if I steal your joke. I'll be damned if I go for broke. I'm damned if I do. I'm damned if I don't. I'll be damned if I drink or smoke. Damned if I steal your joke. I'll be damned if I go for broke. I'm damned if I do. I'm damned if I don't. I'll be damned. I'll be damned. I'll be damned. I'll be damned. I'll be damned. I'll be damned",ENGLISH
/ac-dc/,Danger,/ac-dc/danger.html,"Don't talk to strangers. Keep away from the danger. Don't talk to strangers who smile. Keep away from the danger all the time. You just keep away. Red lights are flashin'. There's been a misunderstandin'. I'm bruised, broke an' bandaged. Through drinkin' all that brandy. I was under the table. But I came back for more. Gotta hit the bottle. But my head hit the floor. ReFrãO. Danger - danger, don't talk to strangers. Stranger - danger, don't you talk. Danger - danger, don't talk to strangers. Danger - danger, don't talk keep away. Red lights still flashin'. People all still dancin' in my head. I've done with thinkin' about what to do. Another night of drinkin', just one before I'm through. I was just raisin' hell. I wasn't doin' no harm. The cops could not appreciate. My natural charm. Repete ReFrãO. (Don't talk to strangers). Repete ReFrãO(DuaS VeZeS). Don't you go talkin' to no strangers in this town. By B020, the clown",ENGLISH
/ac-dc/,Decibel,/ac-dc/decibel.html,"Take up all your time. Kick up your heels, lookin? fine. And you come riding blind. You come rollin? back a while. Wind blowin? on ya. We?re gonna move on and on. Sweating heat, soak you all. Being out will make you crawl all night. Decibel, decibel. Has you from deep inside. You were waving then you smiled. Give me rock and roll. They?re in love. Love, in the rain. They?re in there rocking standing proud. Decibel. That?s the history of rock and roll. Decibel. Rain is coming on. We?re gonna ride along. A hundred miles in all. Getting in night ?til dawn. Spread the joy going on. Yeah, hard and long. Staring down, with a shock hit the ground. Decibel. Decibe. Decibel. You come rolling back a while. Decibel. Decibel",ENGLISH
/ac-dc/,Deep In The Hole,/ac-dc/deep-in-the-hole.html,"I've been enchained, she got shackles on me. That woman to blame for the hell and misery. Can't find my way outta here. Shoot me down in a burnin' fear. Goin' down for a stretch of years. Way down below. I'm deep in, deep in, deep in the hole. Deep in, deep in, deep in the hole. I'm down in, down in, down in the hole. Well I'm deep in, deep in. That woman got me deep in the hole. I'm sinking down, she got me down on the floor. Can't touch both walls, the further down I go. Pull the strings on my violin bow. Make me sing when she fire my load. Ain't no slave, but you do what you're told. You sold your soul. I'm deep in, deep in, deep in the hole. Deep in, deep in, deep in the hole. I'm down in, down in, down in the hole. Well I'm deep in, deep in. That woman got me deep in the hole",ENGLISH
/ac-dc/,"Dirty Deeds, Done Dirt Cheap",/ac-dc/dirty-deeds-done-dirt-cheap.html,"If you're havin' trouble with the high school head. He's givin' you the blues. You wanna graduate but not in his bed. Here's what you gotta do. Pick up the phone, I'm always home. Call me any time. Just ring 36 24 36 hey. I lead a life of crime. Dirty deeds, done dirt cheap. Dirty deeds, done dirt cheap. Dirty deeds, done dirt cheap. (Dirty deeds and they're done dirt cheap). (Dirty deeds and they're done dirt cheap). You got problems in your life of love. You got a broken heart. He's double dealin' with your best friend. That's when the teardrops star fella. Pick up the phone, I'm here alone. Or make a social call. Come right in, forget 'bout him. We'll have ourselves a ball hey. Dirty deeds, done dirt cheap. Dirty deeds, done dirt cheap. Dirty deeds, done dirt cheap. (Dirty deeds and they're done dirt cheap). (Dirty deeds and they're done dirt cheap). Yeahhh. If you got a lady and you want her gone. But you ain't got the guts. She keeps naggin' at you night and day. Enough to drive you nuts. Pick up the phone, leave her alone. It's time you made a stand. For a fee, I'm happy to be. Your back door man hey. Dirty deeds, done dirt cheap. Dirty deeds, done dirt cheap. Dirty deeds, done dirt cheap. (Dirty deeds and they're done dirt cheap) yeah. (Dirty deeds and they're done dirt cheap). (Dirty deeds and they're done dirt cheap). (Dirty deeds and they're done dirt cheap). Concrete shoes, cyanide, TNT. (Done dirt cheap). Neck ties, contracts, high voltage. (Done dirt cheap). Dirty deeds, done dirt cheap. Dirty deeds, done dirt cheap. Dirty deeds,. .... Done dirt cheap. Dirty deeds, dirty deeds, dirty deeds,. Done dirt cheap, ahhhhh.",ENGLISH
/ac-dc/,Dirty Eyes,/ac-dc/dirty-eyes.html,"You hypnotize. Honey. Yeah, honey. You do it. Mmm, do it good. Do it all right. Every night. When you turn off the light. It's outta sight. Alright. You hypnotize. And mesmerize. With your dirty eyes. Dirty eyes. Your dirty eyes. Breathin'. Breathin' heavy (Bon breathes heavy). Heavy. Heavy breathin'. Send shivers down my spine. When you're so bad that you're mine. That's what turns me on, on. All night long. You hypnotize. Mezmorize. With your dirty eyes. Dirty eyes. You got dirty eyes. Dirty eyes. Dirty eyes. Dirty eyes. Dirty eyes. Dirty eyes. I love your dirty eyes. Dirty eyes. Dirty eyes. Right through me. Your dirty eyes. Dirty eyes. (Dirty eyes). Dirty eyes. Dirty eyes. Dirty eyes. Dirty eyes",ENGLISH
/ac-dc/,Dog Eat Dog,/ac-dc/dog-eat-dog.html,"Well it's a dog eat dog, eat cat too. The French eat frog, and I eat you. Business man when you make a deal. Do you know who you can trust. Do you sign your life away. Do you write your name in dust. Hey, hey, hey. Every dog has its day. It's a dog eat dog, dog eat dog. Dog eat dog, read the news. Someone win, someone lose. Up's above and down's below. And limbo's in between. Up you win, down you lose. It's anybody's game. Hey, hey, hey. Every dog has its day. It's a dog eat dog, dog eat dog. And it's a eye for eye. Tooth for tooth. It's a lie. That's the truth. See the blind man on the street. Lookin' for somethin' free. Hear the kind man ask his friend. What's in it for me. Hey, hey, hey. Every dog has its day. It's a dog eat dog, dog eat dog. Dog eat dog, Dog eat dog. Dog eat dog, Dog eat dog. Dog eat dog, Dog eat dog. Dog eat dog, Dog eat dog....",ENGLISH
/ac-dc/,Dogs Of War,/ac-dc/dogs-of-war.html,"Dogs of war. Dogs of war. Dogs of war. Dogs of war. Dogs of war. You've been a pattern man. Let go, I guess you can. Don't need to feel your touch. Right underneath the lights. Taking all you can. Rich game it ain't in plans. Feel the booths up on the ground. Talk and blew it all around. Stanch and the bullets. Shooting the whistles, soldiers of fortune. Searching premade, face the game, marching everything. We'll be the dogs of war. We'll be the dogs of war, dogs of war. Send me with dogs of war. I'll find, find in the night, granary or grinding fight. Keep it tight and keep it laugh when the smile. Stanch and the bullets. Shutting the whistles, soldiers are a fortune. Searching premade, face the game, marching everything. We'll be the dogs of war. We'll be the dogs of war, dogs of war. Send me with dogs of war. We'll be the dogs of war. We'll be the dogs of war, dogs of war. We'll be the dogs of war. We'll be the dogs of war, dogs of war, dogs of war. We'll be the dogs of war. We'll be the dogs of war. We'll be the dogs of war. Yeah we'll be the dogs of war",ENGLISH
/ac-dc/,Down On The Borderline,/ac-dc/down-on-the-borderline.html,"She's an idle child, high. Society. Never pushed a broom, not. Physically. Her eyes are down on you,. Her nose is up. Never spill your whiskey. When she fill your cup. I'm on the borderline. She can spread them round. And she shows them off. With a neon sign saying. Don't you touch. Between the devil and the. Deep blue sea. She use me like a begger to. Get a hold on me. [chorus]. On the borderline, she's a. Danger sign. On the borderline, getting. Out of line. On the borderline, but it. Feels so good. On the borderline, on the. Borderline. On the borderline,. Borderline. (here goes). You know i shoot the dice to. Claim my dream. You pull them in without a. Thought to me. She's come to watch you and. Your pocket is dry (?). The queen of hearts will. Kill you when the ace is. High. On the borderline. She's an idle child, high. Society. Never pushed a broom, not. Physically. Her eyes are down on you,. Her nose is up. Never spill your whiskey. When she fill your cup. Gonna meet you there. If you want me, meet me on. The borderline",ENGLISH
/ac-dc/,Down Payment Blues,/ac-dc/down-payment-blues.html,I know that it's evil. I know that it's gotta be. I know I ain't doing much. Doing nothing means a lot to me. Living on a shoestring. A fifty cent millionaire. Open to charity. Rock 'n' roll welfare. Sitting in my cadillac. Listening to my radio. Suzy baby get on in. Tell me where she wanna go. I'm living in a nightmare. She's looking like a wet dream. I got myself a cadillac. But I can't afford the gasoline. I got holes in my shoes. And I'm way overdue. Down payment blues. Get myself a steady job. Some responsibility. Can't even feed my cat. On social security. Hiding from the rent man. Oh it make me wanna cry. Sheriff knocking on my door. Ain't it funny how the time flies. Sitting on my sailing boat. Sipping on my champagne. Suzy baby all at sea. Say she wanna come again. Feeling like a paper cup. Floating down a storm drain. Got myself a sailing boat. But I can't afford a drop of rain. I got holes in my shoes. And I'm way overdue. Down payment blues. Down payment blues. Down payment blues. Down payment blues. I got holes in my shoes. And I'm way overdue. I go the. Down payment blues,ENGLISH
/ac-dc/,Emission Control,/ac-dc/emission-control.html,"Here's my emission. To see you wild. You are a fragrance honey. Remember, make a sound. Give it up. Don't go around. She comes from the sky. Come in emission control. Emission control. Come in emission control. Emission control. It's good for the soul, yeah. Come in emission. It loves it when it comes alive. She takes my mind. Like a lion with a strike. With a strike. You got to reach it alright. Reach it. She comes from the sky. Come in emission control. Emission control. Come in emission control. Emission control. It's good for the soul, yeah. Come in emission. Give it up. Give it up. Give it up. Give it up. Give it up. Give it up",ENGLISH
/ac-dc/,Evil Walks,/ac-dc/evil-walks.html,"Black shadow hangin' over your shoulder. Black mark up against your name. Your green eyes couldn't get any colder. There's bad poison runnin' through your veins. Evil walks behind you. Evil sleeps beside you. Evil talks arouse you. Evil walks behind you. Black widow weaving evil notions. Dark secrets bein' spun in your web. Good men goin' down in your ocean. They can't swim 'cause they're tied to your bed. Evil walks behind you. Evil sleeps beside you. Evil talks arouse you. Evil walks behind you. You're just crying wolf. I sometimes wonder where you park your broom. Oh Black Widow !. C'mon weave your web. Drown in your ocean. You got 'em tied to your bed. With your dark, dark secrets. And your green, green eyes. You black widow",ENGLISH
/ac-dc/,Fire Your Guns,/ac-dc/fire-your-guns.html,"Wild beast, a making man. Choice to kiss, sweet lips divine. She got moves, drips of sweat. She got eyes of blue, body curves. Legs that'll break your nose. Fire - when she's going down. Fire - then she make you drown. Fire - then she blow you round. You want some fun. Fire your guns. That lady pace, hard sell. Drips of sex as well. She got moves, long long legs. She got eyes of blue, body curves. Leg that'll shake the earth. Fire - when she's going down. Fire - then she make you drown. Fire - then she blow you round. You want some fun. Fire your guns",ENGLISH
/ac-dc/,First Blood,/ac-dc/first-blood.html,"Got a screaming feeling, need a little loving healing. Want some of that stuff, cause I like a hot touch. Wanna little squeezing, just a touch and teasing. Maybe wrong, maybe right, but I like it every night. Come on baby, down my way. We're gonna make it, night and day. I want first blood, a look in the eye. Thirst blood, a need in disguise. Bad dog come, back for more. First blood, first blood. Some like it hot, some like it not so hot. Cause I like a touch, and I want it so much. Come on baby, down my way. We're gonna make it every night and day. First blood, a look in the eye. Thirst blood, a need in disguise. Bad dog come back for more. First blood, first blood. I want first blood, a look in the eye. Thirst blood, a need in disguise. Bad dog come back for more. First blood, first blood. I want first blood, a look in the eye. Thirst blood, a need in disguise. Bad dog come back for more. First blood. You know I want a first blood. Some like it hot. First blood, all right hot shot. Bad dog, come back for more. I want first blood",ENGLISH
/ac-dc/,Flick Of The Switch,/ac-dc/flick-of-the-switch.html,Well there's a love gone down on mine. Suicidal voltage line. She send signals out of distress. She devil she evil. She's got you reelin' on a rockin' machine. With a flick of the switch. With a flick of the switch. She'll blow you sky high. With a flick of the switch. With a flick of the switch. She can satisfy. She's gonna blow you all sky high. Flash the eye electrify. A power force you should feel. She devil she evil. She's get you screamin' on a lightnin' machine. With a flick of the switch. Flick of the switch. She'll blow you sky high. With a flick of the switch. Flick of the switch. She can satisfy. Give you pain. Blow your brains. Flick the switch. Flick the switch. With a flick of the switch she'll blow you sky high. With a flick of the switch she can satisfy. With a flick of the switch gonna burn you down. With a flick of the switch raise to the ground. With a flick of the switch. With a flick of the switch. With a flick of the switch she gonna give you pain. With a flick of the switch she gonna blow your brain. Blow your brain. She gonna put the light out on. You,ENGLISH
/ac-dc/,Fling Thing,/ac-dc/fling-thing.html,"I'll take the high road. And you'll take the low road. And I'll be in Scotland afore ye. But me and my true love. Will never meet again. On the bonny, bonny banks of Loch Lomond",ENGLISH
/ac-dc/,Fly On The Wall,/ac-dc/fly-on-the-wall.html,"You can dance through the night. Rock n roll music itching to fight. Makin love drunk or stoned. Lookin for dollars. Get broken-boned. It's a game too tough to tame. Ends up the same. Sweatin out the rain. I was trapped like a fly on the wall. I was caged lke a zoo animal. No escape from the fate that you make. You're a snake, I've had all I can take. Watch out, there's a fly on the wall. Take a chance, take a bite. Rock n roll devil, take me tonight. Like a bitch makin heat. Beatin on my chest. Lickin at my feet. It's a game too tough to tame. Ending up the same. Sweatin in the rain. So watch out, there's a fly on the wall. I was trapped like a fly on the wall. I was caged like a zoo animal. No escape from the fate that you make. You're a snake, I've had all I can take. There's a fly on the wall.",ENGLISH
